,Kaufpreis,Zimmer,Wohnfläche ca.,Street,City,Anbieter,Wohnungslage,Bezug,Description,Wohnanlage,Baujahr:,Energy,Energy2,Lage,Price&Kosten,"('Baujahr:',)",Wohnfläche,Zustand:,"('Zustand:',)",3,Personenaufzug,"('Anbieter',)",2,,"('Personenaufzug',)",Mindestpreis,Stellplatz:,1
1861,670.000 €,3, 81 m²,Straße nicht freigegeben,81929 München  (Bogenhausen),Gewerblicher,Wohnungslage1. GeschossBezugab sofortDerzeitige Nutzungfrei,Bezugab sofort,"Bad mit Wanne, Gäste-WC Balkon Einbauküche barrierefrei, rollstuhlgerecht Böden: Fliesenboden, Laminat Fenster: Holzfenster Weitere Räume: Kelleranteil, Abstellraum Anschlüsse: Kabelanschluss Haustiere erlaubt ",Baujahr: 1985 Personenaufzug 1 Stellplatz: Tiefgarage Serviceleistungen: Reinigungsservice ,1985,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1985Wesentliche EnergieträgerGasGültigkeit 22.08.2018 bis 21.08.2028 EffizienzklasseCEndenergieverbrauch 96,70 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Zamdorf ist ein Stadtteil der bayerischen Landeshauptstadt München und gehört zum Stadtbezirk 13 Bogenhausen. Daglfing war früher ein eigenständiges Dorf und namensgebend für die aus mehreren Dörfern gebildete, von 1818 bis 1930 bestehende Gemeinde Daglfing. Daglfing ist der östlichste Stadtteil des Stadtbezirks Bogenhausen...",,,,,,,,,,,,,,
1862,535.000 €,3, 76 m²,Straße nicht freigegeben,81243 München  (Aubing-Lochhausen-Langwied),Gewerblicher,WohnungslageErdgeschossBezug01.12.2022,Bezug01.12.2022,"Bad mit Fenster und Wanne, Gäste-WC Loggia Böden: Laminat Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1964 Personenaufzug ,1964,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1964Wesentliche EnergieträgerFernwärmeGültigkeit 22.01.2017 bis 22.01.2027 EffizienzklasseEEndenergieverbrauch 138,00 kWh/(m²·a)  ",EnergieträgerFernwärme,"Die Immobilie befindet sich in München.Die nächste Grundschule (Grundschule am Ravensburger Ring) ist etwa 1 Kilometer, eine weiterführende Schule (Mittelschule an der Wiesentfelser Straße) rund 1,2 Kilometer entfernt. Bis zum Krankenhaus (Helios Klinikum München West) sind es ungefähr 2,5 Kilometer.In der...",,,,,,,,,,,,,,
1863,749.000 €,3," 99,93 m²",Straße nicht freigegeben,81247 München  (Pasing-Obermenzing),Gewerblicher,WohnungslageErdgeschossBezug01.09.2023Derzeitige Nutzungvermietet,Bezug01.09.2023,Gäste-WC Terrasse ,Baujahr: 1973 1 Stellplatz ,1973,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeGültigkeit bis 12.02.2029 Endenergiebedarf 113,70 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Obermenzing, nordwestlich des Zentrums der Landeshauptstadt München gelegen, erfreut sich bei Jung und Alt aufgrund der hervorragenden Infrastruktur, der guten Verkehrsanbindung und des hohen Freizeitwertes größter Beliebtheit. Die Umgebungsbebauung des Objekts in Bestlage von München Obermenzing, zeichnet sich durch einen...",,,,,,,,,,,,,,
1864,405.000 €,"1,5"," 39,95 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,WohnungslageErdgeschoss,,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse ",Zustand: Neubau Personenaufzug ,,,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",,,,Neubau,,,,,,,,,,
1865,690.000 €,3," 77,14 m²",Straße nicht freigegeben,81669 München  (Ramersdorf-Perlach),Gewerblicher,Wohnungslage3. Geschoss,EnergieausweistypVerbrauchsausweis,"Balkon Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Abstellraum, Wasch-Trockenraum ",Baujahr: 1963 ,1963,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1900Wesentliche EnergieträgerFERNGültigkeit 15.06.2018 bis 15.06.2028 EffizienzklasseCEndenergieverbrauch 84,48 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Die Wohnung liegt in Giesing, dem Stadtteil südöstlich des Zentrums der Landeshauptstadt München. Das ehemalige Arbeiterviertel erfreut sich größter Beliebtheit. Hier in Giesing kennt man sich noch. Dies liegt vor allem an der langen Historie des Viertels und der Tatsache, dass man - einmal hergezogen - nicht mehr weg will...",,,,,,,,,,,,,,
1866,525.000 €,2, 55 m²,Straße nicht freigegeben,81476 München / Forstenried  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage1. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Balkon Einbauküche Zustand: gepflegt ,Baujahr: 2006 Personenaufzug 1 Stellplatz: Garage ,2006,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 25.10.2026 EffizienzklasseCEndenergieverbrauch 86,50 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Beliebte und ruhige Wohnlage von Forstenried, umgeben von gepflegten Ein- und Mehrfamilienhäusern, charmanten Doppelhäusern und kleineren Wohnanlagen. Die Buslinie 132 befindet sich in direkter Nähe und die U-Bahn mit der Linie U3 bietet beste Anbindung an die Münchner Innenstadt. Gute Erreichbarkeit diverser Autobahnen, auch...",,,,,,,,,,,,,,
1867,480.000 €,3, 65 m²,Straße nicht freigegeben,81475 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage1. Geschoss (Erdgeschoss)BezugsofortDerzeitige Nutzungfrei,Bezugsofort,Bad mit Fenster und Wanne Balkon Einbauküche Böden: Laminat Zustand: renoviert / saniert Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1968 ,1968,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1968Wesentliche EnergieträgerFERNGültigkeit bis 13.09.2028 EffizienzklasseCEndenergieverbrauch 95,00 kWh/(m²·a)  ",EnergieträgerFernwärme,"+++ Top Anbindung! Nur wenige Gehminuten zum Forstenrieder Park! A95, U-Bahn (U3)! +++ Der Stadtteil Fürstenried liegt an der südwestlichen Stadtgrenze Münchens und ist einer der begehrtesten Bezirke der Landeshauptstadt, geprägt von Ein- und Mehrfamilienhäusern sowie prächtigen Villen. Zu Fürstenried zählen neben...",,,,,,,,,,,,,,
1868,694.000 €,3, 86 m²,Straße nicht freigegeben,81549 München  (Obergiesing),Gewerblicher,Wohnungslage4. GeschossBezugNach Absprache,BezugNach Absprache,"Bad mit Dusche Loggia Ausblick: Fernblick Einbauküche WG-geeignet Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1966 Personenaufzug 1 Stellplatz: Tiefgarage ,1966,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerFERNGültigkeit bis 19.04.2031 EffizienzklasseDEndenergieverbrauch 112,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartZentralheizung,,,,,,,,,,,,,,,
1869,350.000 €,1," 45,50 m²",Straße nicht freigegeben,80797 München  (Schwabing-West),Gewerblicher,WohnungslageErdgeschoss,EnergieausweistypVerbrauchsausweis,"Bad mit Wanne Balkon Einbauküche Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1968 1 Stellplatz: Duplex ,1968,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit 07.03.2018 bis 06.03.2028 Endenergieverbrauch 131,00 kWh/(m²·a)  ",,"Schwabing-West liegt im Münchner Norden, westlich der Isar und nördlich der Maxvorstadt. Die Wohnlage überzeugt durch eine sehr gute Verkehrsanbindung sowohl mit den öffentlichen Verkehrsmitteln als auch mit dem PKW. Die nächstgelegene Trambahn- und Bushaltestelle ist fußläufig schnell erreichbar. Alles für den...",,,,,,,,,,,,,,
1870,279.000 €,1, 37 m²,Straße nicht freigegeben,81477 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage1. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Einbauküche ,Baujahr: 1969 Personenaufzug ,1969,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1969Wesentliche EnergieträgerFERNGültigkeit bis 11.01.2028 EffizienzklasseEEndenergieverbrauch 145,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärme,"Die Wohnung in Forstenried/Solln ist verkehrsgünstig gelegen. Direkt vorm Haus halten die Buslinien 133 und 134. Die nächste U-Bahn-Haltestelle (U3) ist in der Aidenbachstrasse. Im direkten Umfeld gibt es viele Einkaufsmöglichkeiten, die Sie zu Fuß erledigen können. Auch Ärzte, Banken und eine Apotheke sind fußläufig zu...",,,,,,,,,,,,,,
1871,510.000 €,2, 48 m²,Straße nicht freigegeben,80637 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage1. GeschossBezugsofort,Bezugsofort,Bad mit Fenster und Dusche Einbauküche Böden: Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1958 ,1958,,,Der Stadttei Neuhausen bietet ein vielfältiges Angebot. Schulische Einrichtungen sowie Kindergärten befinden sich in unmittelbarer Nähe. Geschäfte des täglichen Bedarfs und sonstige Infrastruktureinrichtungen sind in ausreichendem Maße angesiedelt. Die Anbindung an den öffentlichen Personennahverkehr ist als gut zu...,,,,,,,,,,,,,,
1872,449.500 €,3," 66,20 m²",Straße nicht freigegeben,81243 München  (Aubing-Lochhausen-Langwied),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Bad mit Wanne Balkon, Garten Einbauküche Böden: Fliesenboden Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1969 Personenaufzug ,1969,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1969Wesentliche EnergieträgerGasGültigkeit 02.05.2017 bis 01.05.2027 EffizienzklasseEEndenergiebedarf 147,40 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Westlich von Pasing und an einer Nebenstraße zur Aubinger Straße gelegen, befindet sich das Objekt in einer Wohngegend mit Potential. Hier ist es ruhig, grün und die Bewohner haben eine hervorragende Anbindung, denn von hier aus sind es nur wenige Gehminuten bis zur nächsten Bushaltestelle oder dem S-Bahnhof Westkreuz. Somit...",,,,,,,,,,,,,,
1873,899.000 €,1," 45,40 m²",Hochstr. 75,81541 München / Au-Haidhausen ,Gewerblicher,Wohnungslage5. GeschossBezug2. Quartal 2023,Bezug2. Quartal 2023,Balkon Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2022 ,2022,,,"Am Isarhochufer - Mitten in der City mit grenzenlosen Möglichkeiten, dennoch naturnah!",,,,,,,,,,,,,,
1874,444.000 €,2, 60 m²,Straße nicht freigegeben,81245 München  (Pasing-Obermenzing),Gewerblicher,BezugvermietetDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Balkon Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1972 1 Stellplatz: Tiefgarage ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1972Wesentliche EnergieträgerÖlGültigkeit 07.11.2017 bis 06.11.2027 EffizienzklasseFEndenergieverbrauch 184,10 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerÖlHeizungsartZentralheizung,Rund 75.000 Einwohner leben im 21. Stadtbezirk im Münchner Westen. Durch seine zentrale Lage und gut ausgebaute Infrastruktur bietet dieser Bezirk viel Lebensqualität. Berufstätige aus angrenzenden Bereichen erreichen ihn leicht über den Autobahnanschluss zur A8. Die Verdi- und Amalienburgstraße sind wichtige...,,,,,,,,,,,,,,
1875,595.000 €,2," 69,60 m²",Straße nicht freigegeben,80639 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage2. GeschossBezugsofortDerzeitige Nutzungfrei,Bezugsofort,"Bad mit Wanne Balkon Einbauküche Böden: Laminat, Parkett Zustand: gepflegt ",Baujahr: 1973 Personenaufzug 1 Stellplatz: Duplex ,1973,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1991Wesentliche EnergieträgerGasGültigkeit 03.08.2018 bis 02.08.2028 EffizienzklasseEEndenergieverbrauch 152,00 kWh/(m²·a)  ",EnergieträgerGas,"Das Wohnhaus befindet sich in Neuhausen-Nymphenburg direkt am Romanplatz.Neuhausen-Nymphenburg gehört zu den Top-Wohngebieten Münchens.Ideale Lage zum Nymphenburger Schlosspark, Hirschgarten, Botanischer Garten mittels öffentlichen Verkehrsmitteln oder zu Fuß/Rad in wenigen Minuten erreichbar.Selbst die...",,,,,,,,,,,,,,
1876,260.000 €,1," 31,71 m²",Straße nicht freigegeben,81475 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,WohnungslageErdgeschossBezugsofort,Bezugsofort,Terrasse barrierefrei ,Baujahr: 1966 Personenaufzug ,1966,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 10.10.2028 Endenergieverbrauch 120,30 kWh/(m²·a)  ",EnergieträgerFernwärme,Das Objekt befindet sich im Münchner Stadtbezirk Forstenried. Die nächstgelegene Bushaltestelle Kemptener Straße (Buslinie 166) ist quasi direkt vor der Haustür und gut zu Fuß erreichbar. Den Münchner Hauptbahnhof erreicht man in 20 Fahrminuten sowie die Autobahn (A95) in nur 8 Fahrminuten. Zum Flughafen München Franz Josef...,,,,,,,,,,,,,,
1877,65.000 €, k.A.,,Straße nicht freigegeben,80686 München  (Laim),Gewerblicher,Wohnungslage3. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Zustand: gepflegt ,Baujahr: 1976 Personenaufzug ,1976,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeEffizienzklasseDEndenergieverbrauch 116,00 kWh/(m²·a)  ",EnergieträgerFernwärme,"Zentrale Lage in München-Laim / Schwantahlerhöhe in Westparknähe. Anbindung an die öffentlichen Verkehrsmittel U-Bahn, Tram und Bus direkt vor der Haustür.",,, k.A.,,,,,,,,,,,
1878,265.000 €,1," 38,57 m²",Straße nicht freigegeben,81245 München  (Pasing-Obermenzing),Gewerblicher,Wohnungslage8. GeschossBezugvermietetDerzeitige Nutzungvermietet,Bezugvermietet,Balkon barrierefrei ,Baujahr: 1975 Personenaufzug 1 Stellplatz ,1975,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 24.07.2027 Endenergieverbrauch 106,00 kWh/(m²·a)  ","EnergieträgerFernwärme, Gas","Die Wohnung befindet sich im Stadtteil Pasing, welcher die vergangenen Jahre immer weiter an Beliebtheit gewonnen hat. Das Objekt liegt ganz in der Nähe vom ""Pasinger Knie"". In wenigen Minuten erreicht man den ""Pasinger Marienplatz"" mit seinen zahlreichen verschiedenen Geschäften, Apotheken, Ärzten, Kindergärten und...",,,,,,,,,,,,,,
1879,545.000 €,"1,5", 54 m²,Straße nicht freigegeben,81369 München  (Sendling),,Wohnungslage4. Geschoss,GebäudetypWohngebäude,"Bad mit Wanne Balkon Einbauküche barrierefrei, rollstuhlgerecht Weitere Räume: Kelleranteil ",Baujahr: 2014 Zustand: Neubau Personenaufzug 1 Stellplatz ,2014,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2014EffizienzklasseBEndenergieverbrauch 71,80 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerFernwärmeHeizungsartFußbodenheizung,"Dieser Stadtteil ist sehr gut angebunden an das öffentliche Verkehrsnetz - S-Bahnstation Mittersendling in 3 Gehminuten, Bus 134, U-Bahn- und S-Bahnstation Harris ist ein zentraler Verkehrsknotenpunkt , gute Verkehrswege für Fahrradfahrer, die sich weiter im Ausbau befinden.Hoher Freizeitwert durch Nähe der...",,,,,,,,,,,,,,
1880,2.350.000 €,4, 177 m²,Sonnblickstraße 2a,81377 München  (Hadern),Gewerblicher,KategorieTerrassenwohnungWohnungslageErdgeschoss,WohnungslageErdgeschoss,"Bad mit Fenster, Wanne und Dusche Garten, Terrasse, Gartenanteil offene Küche barrierefrei Böden: Parkett Zustand: Erstbezug kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz: Garage ,2022,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2022Wesentliche EnergieträgerStrom-MixGültigkeit 15.07.2022 bis 14.07.2032 EffizienzklasseA+Endenergiebedarf 20,60 kWh/(m²·a)  ","EnergieträgerElektroHeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe","GROSSHADERNDie Zentrumsnähe, gepaart mit vorstädtischer Ruhe, machen Großhadern zu einer der begehrtesten Wohngegenden der Landeshauptstadt. Weite Teile Haderns sind geprägt durch gehobene Villen bebauung sowie kleinere, geschmackvoll gestaltete Mehrfamilienhäuser.Die Bewohner Großhaderns schätzen den...",,,,,,,,,,,,,,
1881,2.100.000 €,2," 152,71 m²",Straße nicht freigegeben,80639 München  (Neuhausen-Nymphenburg),Gewerblicher,KategorieTerrassenwohnungWohnungslage1. Geschoss,Wohnungslage1. Geschoss,Gäste-WC Terrasse Einbauküche barrierefrei ,Baujahr: 1963 Personenaufzug 2 Stellplätze Sicherheitstechnik: Alarmanlage ,1963,,EnergieträgerGasHeizungsartFußbodenheizung,"Nymphenburg, eine der attraktivsten Wohnlagen Münchens, entstand gegen Ende des 19. Jahrhunderts als Einfamilienhaus-Kolonie, die durch die Gartenstadt-Idee inspiriert war. Vor allem diese gut erhaltenen und liebevoll sanierten Anwesen säumen auch heute noch die baumbewachsenen Straßen. Insbesondere die exklusive Lage am...",,,,,,,,,,,,,,
1882,715.000 €,3," 77,80 m²",Straße nicht freigegeben,80687 München  (Laim),Gewerblicher,Wohnungslage1. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,"Bad mit Wanne, Gäste-WC Balkon Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1926 Zustand: Altbau (bis 1945) ,1926,,HeizungsartEtagenheizung,"Der 25. Stadtbezirk zählt aktuell mehr als 56.000 Menschen. Ehemals als Eisenbahnerviertel bekannt, hat er sich im Laufe der Zeit als ruhige und beliebte Wohnsiedlung im Münchner Westen bewährt. Die Landsberger Straße, die A96 mit der Autobahnabfahrt München-Laim und die Fürstenrieder Straße gelten als wichtige Verkehrsadern...",,,,,,,,,,,,,,
1883,675.000 €,2," 47,91 m²",Straße nicht freigegeben,81827 München  (Trudering-Riem),Gewerblicher,WohnungslageErdgeschoss,HeizungsartZentralheizung,Garten Einbauküche Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2022 Zustand: Neubau 1 Stellplatz: Garage ,2022,,HeizungsartZentralheizung,"Wohnfreude zwischen Wald und Stadt. Ein Zuhause in Trudering ist eine dieser Gelegenheiten, die sich nicht allzu oft bieten: Man lebt mit allen Annehmlichkeiten der Stadt, aber zugleich ruhig und mit viel Grün. Das ehemalige Dorf, von dessen Vergangenheit noch so manches historische Hofgebäude, die Kirche oder der alte...",,,,,,,,,,,,,,
1884,535.000 €,2," 73,38 m²",Straße nicht freigegeben,81479 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage2. Geschoss (Dachgeschoss),EnergieausweistypVerbrauchsausweis,Terrasse Einbauküche Zustand: gepflegt ,Baujahr: 1989 1 Stellplatz: Duplex ,1989,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 23.01.2028 EffizienzklasseBEndenergieverbrauch 62,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Sehr zentrale und verkehrsgünstige Sollner Wohnlage mit idealer Infratruktur und bester öffentlicher Verkehrsanbindung durch diverse Buslinien und durch die S-Bahn mit der Linie S7, der Mittlere Ring ist nur 10 Autominuten entfernt. Alle Geschäfte des täglichen Bedarfs (z.B. Supermärkte, Käfers-Feinkostladen, Bäckereien...",,,,,,,,,,,,,,
1885,385.000 €,1," 28,65 m²",Straße nicht freigegeben,80335 München  (Maxvorstadt),Gewerblicher,KategorieApartmentWohnungslage1. GeschossBezugsofort,Wohnungslage1. Geschoss,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1960 Personenaufzug ,1960,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1960Wesentliche EnergieträgerFernwärmeGültigkeit 07.12.2016 bis 06.12.2026 EffizienzklasseDEndenergiebedarf 128,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,*** Maxvorstadt / St. Benno ***,,,,,,,,,,,,,,
1886,399.000 €,2," 59,40 m²",Straße nicht freigegeben,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage1. GeschossBezugfrei,Bezugfrei,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1989 1 Stellplatz: Garage ,1989,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1989Wesentliche EnergieträgerErdgas leichtGültigkeit 13.02.2014 bis 12.02.2024 Endenergieverbrauch 134,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,"Der Stadtteil Neuaubing ist an der westlichen Stadtgrenze von München gelegen und bietet gute Wohnqualität zu erschwinglichen Preisen.  Neuaubing/Gräfelfing ist über die Bodensee- und Landsberger Straße sehr gut an die Innenstadt angebunden, die A96 München - Lindau ist auch als Zubringer geeignet. Die S-Bahn Station...",,,,,,,,,,,,,,
1887,399.900 €,3, 61 m²,Straße nicht freigegeben,80939 München  (Milbertshofen-Am Hart),Gewerblicher,Wohnungslage1. GeschossBezugnach Absprache,Bezugnach Absprache,Bad mit Wanne und Dusche Balkon Einbauküche Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1963 1 Stellplatz ,1963,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1963Wesentliche EnergieträgerÖl,GasEffizienzklasseEEndenergieverbrauch 159,10 kWh/(m²·a)  ","EnergieträgerGas, ÖlHeizungsartZentralheizung","Die Immobilie befindet sich sowohl in gut angebundener als auch naturnaher Lage im schicken Münchener Stadtbezirk Schwabing-Freimann, ca. 9 km vom Zentrum entfernt. 2 Naturschutzgebiete mit Wanderwegen befinden sich nur wenige Radminuten entfernt, sodass die Vorteile einer Großstadt mit den Annehmlichkeiten einer grünen...",,,,,,,,,,,,,,
