,street,description,wohnanlage,energy_2,lage,Hausprice,Room,Area,Post_Code,District,Offerer,Year,Status,Floor,Own
1509,,"Bad mit Dusche offene Küche Böden: Fliesenboden, Parkett Weitere Räume: Kelleranteil ",Baujahr: 1908 ,EnergieträgerGasHeizungsartEtagenheizung,"Die Wohnung befindet sich direkt an der U-Bahn-Haltestelle U3/U6 Implerstraße. Mit der U-Bahn sind Sie in nur 4 Minuten am Sendlinger Tor und in 5 Minuten am Marienplatz. Zahlreiche Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe, z.B. nur ca. 150m zum Supermarlt (Edeka, Penny) und ca. 100m zur nächsten...",1240000.0,4,98.0,81371,(Sendling),Gewerblicher,1908,,4 Roof,
1510,Industriestraße 30,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",899900.0,3,84.65,81245,(Aubing-Lochhausen-Langwied),Gewerblicher,2022,,1,
1511,,Bad mit Wanne Balkon Weitere Räume: Kelleranteil ,Baujahr: 1966 Personenaufzug 1 Stellplatz: Garage ,EnergieträgerGas,"Im Münchner Süd-Osten, in grüner und ruhiger Wohnlage, im Stadtteil Waldtrudering, gelegen.  Eine ausgezeichnete Infrastruktur bieten zahlreiche Einkaufsmöglichkeiten für den täglichen Gebrauch, die nur wenige Gehminuten entfernt sind, wie z. B. Edeka, Bio-Markt, Bäcker, Metzger, Gemüseladen.Ärzte diverser...",330000.0,2,55.05,81827,(Trudering-Riem),Gewerblicher,1966,,,
1512,,"Bad mit Wanne, Gäste-WC Balkon Einbauküche barrierefrei Böden: Fliesenboden Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2018 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartFußbodenheizung,"Milbertshofen ist allgemein dicht bebaut, hier prägen große Wohnanlagen das Stadtteilbild. Die frühere Athletenwohnstätte ist heute eines der beliebtesten Wohnquartiere Münchens. Dies liegt an der Nähe zum Olympiapark, aber auch an der homogenen Zusammensetzung der Bewohner, welche von Studenten über junge Familien bis zu...",799000.0,2,70.35,80807,/,Gewerblicher,2018,,1,Nach Vereinbarung
1513,,"Balkon offene Küche barrierefrei Fenster: Holzfenster Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss ",Baujahr: 1974 Personenaufzug ,EnergieträgerGasHeizungsartEtagenheizung,,275000.0,1,37.0,81475,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1974,,1,
1514,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",809000.0,3,89.33,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,1,
1515,,"Bad mit Wanne und Dusche, Gäste-WC Balkon, Loggia Einbauküche WG-geeignet Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum Anschlüsse: DSL-Anschluss, Kabelanschluss Haustiere erlaubt ",Baujahr: 2000 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Obersendling wird eingebettet von Solln im Süden, Thalkirchen im Osten und dem Südpark im Westen. Durch die U3 und den S-Bahnhof Siemenswerkeist der Stadtteil optimal in das öffentliche Verkehrsnetz eingebunden. In und um den Stadtteil verkehren verschiedene Buslinien. Von Obersendling ist der Weg in Münchens grüne Lungen nur...",920000.0,4,99.6,81379,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,2000,,4,2022
1516,,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1967 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartFußbodenheizung,Solln zählt zu einer der schönsten und exklusivsten Wohnlagen Münchens. Etwa 8 km südlich vom Zentrum der bayerischen Metropole erstreckt sich Solln entlang dem idyllischen Isar-Hochufer.  Die zur Gründerzeit gebauten noblen Villen geben diesem Stadtteil auch heute noch ihr gepflegtes Ambiente. Die Infrastruktur ist...,554000.0,3,76.53,81477,/,Gewerblicher,1967,,,
1517,,Terrasse Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2022 1 Stellplatz: Tiefgarage ,,"Aufgrund der guten Verkehrsanbindung zählt es zu den begehrtesten Wohnlagen im Westen der Landeshauptstadt München.Nur wenige Kilometer vom Münchner Stadtzentrum entfernt, bietet Obermenzing durch seine Symbiose aus Naturerlebnis, Innenstadtnähe und optimaler Verkehrsanbindung Lebensqualität aufhöchstem Niveau...",1450000.0,2,105.23,81247,(Pasing-Obermenzing),Gewerblicher,2022,,Ground,
1518,,"Bad mit Dusche Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum Anschlüsse: Kabelanschluss ",Baujahr: 1967 Personenaufzug ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Die Wohnanlage liegt im grünen Stadtteil Johanneskirchen welches wie Oberföhring, Englschalking, Denning und Daglfing eingemeindet wurde, und zählt heute zum Stadtteil Bogenhausen. Die Lage bietet eine ideale Infrastruktur, die Nähe zum ""Medien-Stadteil"" Oberföhring unterstreicht diese. Die S-Bahn-Haltestelle...",260000.0,1,30.5,81927,(Bogenhausen),Gewerblicher,1967,,3,
1519,,"Bad mit Wanne Loggia, Terrasse Einbauküche Böden: Parkett Fenster: Holzfenster Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1967 Personenaufzug 1 Stellplatz: Tiefgarage ,"EnergieträgerGasHeizungsartFußbodenheizung, Zentralheizung","Absolut ruhige Lage im Herzen Schwabings! Nur zwei Gehminuten vom Bonner Platz U3 entfernt mit Bäckerei/Geschäften, zehn Gehminuten zur Münchener Freiheit, Kursfürstenplatz, Leopoldpark, Hohenzollernstraße.",,3,69.0,80803,(Schwabing-West),Gewerblicher,1967,,5 Roof,
1520,,"Bad mit Wanne und Dusche, Gäste-WC Balkon Böden: Fliesenboden, Parkett Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1958 1 Stellplatz: Garage ,EnergieträgerÖlHeizungsartZentralheizung,Der Stadtbezirk umfasst ein Gebiet mit ca. 52.000 Einwohnern und setzt sich aus den Stadtteilen Ludwigsvorstadt und Isarvorstadt zusammen. Durch seine Vielseitigkeit und das große Angebot an unterschiedlichster Kultur unterscheidet sich dieser Stadtbezirk von vielen anderen. Neben zahlreichen Galerien und Theatern...,1199000.0,3,86.0,80469,/,Gewerblicher,1958,,4,Sofort
1521,,Balkon Weitere Räume: Kelleranteil ,Baujahr: 1960 Personenaufzug ,HeizungsartZentralheizung,"Die offerierte 3-Zimmerwohnung liegt sehr verkehrsgünstig gelegen im Münchener Stadtteil Neuhausen-Nymphenburg. Das Dantebad, der Olympiapark sowie der bekannte Biergarten Taxisgarten sind in wenigen Minuten zu Fuß zu erreichen. Genießen Sie ein modernes Leben mit vielfältigen kulturellen, sportlichen und gesellschaftlichen...",759000.0,3,95.0,80637,(Neuhausen-Nymphenburg),Gewerblicher,1960,,2,Nach Vereinbarung
1522,,Bad mit Wanne Balkon Einbauküche Böden: Laminat Ausstattung: möbliert Zustand: gepflegt ,Baujahr: 1972 Personenaufzug ,EnergieträgerFernwärmeHeizungsartZentralheizung,"In bester Lage der MaxvorstadtDie Amalienstraße gilt als eine der ältesten Straßen der Maxvorstadt. So wurde sie schon 1808 angelegt. Anfang des 20. Jahrhunderts gab es hier viele, berühmte Künstler wie z.B. Paul Klee, Henrik Ibsen oder Franz Wedekind. Aber auch Dichter und Adelige verweilten in den vielen Cafés der...",300000.0,1,22.8,80799,(Maxvorstadt),Gewerblicher,1972,,3,Nach Vereinbarung
1523,,Balkon Weitere Räume: Kelleranteil ,Baujahr: 1966 Personenaufzug ,EnergieträgerFernwärme,"Kindergärten, Schulen, Ärzte und sämtliche Einzelhandelsgeschäfte finden Sie in der Umgebung.",490000.0,2,63.0,81927,(Bogenhausen),Gewerblicher,1966,,13,
1524,Höslstraße 22,"Bad mit Wanne und Dusche Balkon, Garten barrierefrei Böden: Holzdielen, Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ",Personenaufzug ,HeizungsartFußbodenheizung,"In gewachsener Nachbarschaft am Denninger Anger, einem der größten Grünzüge Bogenhausens, realisiert HWN ein anspruchsvolles Projekt: Die Häuser Höslstraße 16 | 20 | 22 bilden ein stimmiges Ensemble von klassisch inspirierter Villenarchitektur auf einem parkähnlich angelegten Grundstück. Wie eh und je ist es das...",1450000.0,2,89.8,81927,(Bogenhausen),Gewerblicher,,,Ground,2024
1525,,Baujahr: 1968 1 Stellplatz ,,,"Die Wohnung liegt ruhig am von der Straße entfernten Ende eines Querbaues. Nur die Bewohner fahren mit dem Auto zu den jeweiligen Stellplätzen. Ca. 200m bis zur Straßenbahnhaltestelle Ackermannstraße oder 10 min. zur U2 Hohenzollernplatz.Im weltoffenen Schwabing West finden sich an fast jeder Straßenecke kleine, feine...",599000.0,3,67.13,80797,(Schwabing-West),Gewerblicher,,,,
1526,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",535000.0,2,57.97,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,2,
1527,,Anschlüsse: Kabelanschluss ,Baujahr: 1984 Personenaufzug ,HeizungsartZentralheizung,"Milbertshofen ist ein Stadtteil im Norden Münchens und grenzt direkt an Schwabing. Gute Infrastruktur und Anbindung an den öffentlichen Nahverkehr, bekannte Arbeitgeber wie BMW, Microsoft und Amazon haben im direkten Umfeld Ihre Büros.Zum umfangreichen Kulturprogramm im Münchner Norden gehört u.a. das Vereinsheim und...",299000.0,1,35.0,80803,(Schwabing-Freimann),Gewerblicher,1984,,5,Nach Vereinbarung
1528,,Balkon Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2018 1 Stellplatz: Tiefgarage ,EnergieträgerGas,"Herzlich willkommen in der Gerberau im schönen Stadtteil München-Allach. Unternehmen wie MAN, MTU, Deutsche Telekom sowie die Firma Krauss-Maffei schätzen den Stadtteil bereits seit vielen Jahren als wirtschaftlich wertvollen Standort.Doch auch bei der Wohn- und Lebensqualität hat sich kaum ein anderer Münchenr...",849000.0,3.5,92.28,80997,(Allach-Untermenzing),Gewerblicher,2018,,4 Roof,Sofort
1529,,"Bad mit Dusche Balkon, Loggia WG-geeignet Böden: Fliesenboden, Parkett Zustand: teilsaniert Weitere Räume: Kelleranteil, Abstellraum Anschlüsse: Kabelanschluss ",Baujahr: 1963 Personenaufzug 1 Stellplatz ,HeizungsartZentralheizung,"Der südwestlich in München gelegene 7. Münchner Stadtbezirk hat knapp 60.000 Einwohner. Er erstreckt sich von der Schwanthalerhöhe und Laim im Norden bis nach Thalkirchen-Obersendling im Süden. Der Stadtteil ist durch die U-Bahn, Busse und Trambahn bestens an das städtische Verkehrsnetz angeschlossen. Sendling-Westpark ist...",595000.0,3,71.0,81373,(Sendling-Westpark),Gewerblicher,1963,,7,
1530,,"Bad mit Dusche, Gäste-WC Balkon Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1976 1 Stellplatz: Tiefgarage ,EnergieträgerGas,"Das Dorf haderun wurde zum ersten Mal im 11. Jahrhundert erwähnt. Großhadern gehörte zum Kloster Benediktbeuern, Kleinhadern zum Kloster Schäftlarn. Ursprünglich ein altes Bauerndorf, wurde Hadern 1938 nach München eingemeindet.Bekannt ist Großhadern durch das Klinikum Großhadern, das zur...",610000.0,3.5,89.5,81375,(Hadern),Gewerblicher,1976,,1,
1531,Sedlmayrstraße 6,Bad mit Fenster Balkon Weitere Räume: Kelleranteil ,Baujahr: 1955 ,EnergieträgerGasHeizungsartZentralheizung,"Der schöne und sehr beliebte Stadtteil Neuhausen besticht durch die zentrale Lage, die sehr gute Verkehrsanbindung und die vielen kleinen und größeren Einkaufs- und Gastronomieeinrichtungen. All das läßt sich hier bequem zu Fuß erreichen.Mit der Trambahn erreichen Sie das Zentrum in wenigen Minuten, für die Eiligen...",592000.0,3,73.33,80634,(Neuhausen-Nymphenburg),Gewerblicher,1955,,4,Sofort
1532,,Bad mit Wanne Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1921 ,EnergieträgerGasHeizungsartZentralheizung,"Als ehemaliges Künstlerviertel gehört Schwabing-West heute zu den beliebtesten Stadtteilen Münchens, der besonders für seine charismatische und authentische Atmosphäre und seine Vielfalt geschätzt wird. Hier finden sich Liebhaberlädchen und charmante Cafés an jeder Straßenecke. Zudem profitieren Sie von einer hervorragenden...",949000.0,2,75.12,80796,(Schwabing-West),Gewerblicher,1921,,1,Nach Vereinbarung
1533,,"Bad mit Dusche, Gäste-WC Garten, Terrasse Zustand: gepflegt Weitere Räume: Abstellraum ",Baujahr: 2008 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,"Das Objekt ist im Münchner Osten, im Stadtteil Trudering; hier ineinem Wohngebiet angesiedelt. Die Bahnhofstation Trudering,sowie die U- und S-Bahnstationen Trudering sind in wenigenMinuten zu Fuß erreichbar.Die Immobilie befindet sich somit im Herzen dieses Stadtteils,sodass alle Geschäfte und...",549000.0,3,86.74,81825,(Trudering-Riem),Gewerblicher,2008,,Ground,
1534,,Zustand: gepflegt ,Baujahr: 1969 ,EnergieträgerÖlHeizungsartZentralheizung,"München - Weltstadt mit Herz!Die Landeshauptstadt zählt aktuell rund 1,5 Millionen Einwohner und ist somit die größte Stadt in Bayern.Die Metropole ist eine der wirtschaftlich erfolgreichsten und am schnellsten wachsenden Europas und Sitz zahlreicher Konzerne.Schwabing, im Norden von München gelegen...",745000.0,3.5,87.39,80805,(Schwabing-Freimann),Gewerblicher,1969,,,
1535,,"Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum, Wasch-Trockenraum Anschlüsse: Kabelanschluss ",Baujahr: 1969 1 Stellplatz: Tiefgarage ,EnergieträgerÖlHeizungsartZentralheizung,"Die hier angebotene Etagenwohnung befindet sich im beliebten Stadtteil Johanneskirchen, welcher zum Stadtbezirk Bogenhausen zählt. Diese Lage besticht vor allem durch ihre Nähe zur Isar, dem Englischen Garten sowie ihr ruhiges und idyllisches Wohnumfeld.Zu Fuß, mit dem Fahrrad oder den öffentlichen Verkehrsmitteln...",495000.0,3,81.43,81929, Johanneskirchen  (Bogenhausen),Gewerblicher,1969,,2,
1536,Hermine-von-Parisch 1,Baujahr: 2021 Zustand: Neubau Personenaufzug 1 Stellplatz ,,EnergieträgerFernwärmeHeizungsartZentralheizung,Das Wohnhaus befindet sich in Pasing / Obermenzing. Das Bild des Stadtteils im Westen Münchens ist geprägt von kleinstädtischen Charakter mit vielen Grünflächen und kleinen Häusern.Beste Infrastruktur:Einkaufsmöglichkeiten und Ärzte sind fußläufig erreichbar.Der S-Bahnhof Pasing ist in wenigen Gehminuten...,650000.0,2,58.77,81245,(Pasing-Obermenzing),Gewerblicher,,,6,
1537,,Balkon Zustand: renovierungsbedürftig / sanierungsbedürftig ,Baujahr: 1959 ,EnergieträgerGas,"Im 1. Obergeschoss eines Mehrfamilienhauses mit Baujahr 1959liegt das renovierungsbedürftige 1-Zimmer Apartment mit Balkon Richtung Westen. Das Apartment ist aktuell nicht vermietet und ab sofort frei.Das Mehrfamilienhaus wurde laufend instandgehalten, zuletzt mit einem Fassadenanstrich und einem renovierten...",210000.0,1,22.0,81547,(Untergiesing-Harlaching),Gewerblicher,1959,,,
1538,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Garten, Loggia barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",759000.0,3,81.25,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,2,
1539,,"Bad mit Dusche Garten, Terrasse Böden: Fliesenboden, Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ",Baujahr: 2024 1 Stellplatz: Garage ,"HeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe","Eine Grundschule ist in ca. 8 Min. Fußweg erreichbar. Die Bushaltestelle Gundelkoferstraße mit Linien 140,141,180, 294, 295 liegt nur eine Minute zu Fuß entfernt. Einkaufsmöglichkeiten aller Art befinden sich in nächster Nähe. Auch die Anbindung zur Autobahn A9 Richtung Nürnberg mit Überleitung auf die...",654000.0,2,51.0,80939,(Milbertshofen-Am,Gewerblicher,2024,,Ground,
1540,,"Balkon, Garten Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 2006 Zustand: Neubau Personenaufzug ,EnergieträgerFernwärme,"Die Wohnung ist sehr gut angebunden. Mit der U3 sind es von der Forstenrieder Straße knapp 15 Minuten direkt ins Stadtzentrum zum Marienplatz. Auch das Weggehviertel um die Münchner Freiheit/Giselastrasse sowie der Flaucher der für laue Grillabende einlädt, sind ohne Umsteigen zu erreichen. Auch 2 Buslinien befinden sich in...",509000.0,2,55.0,81476,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,2006,,1,
1541,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",819000.0,3,85.75,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,3,
1542,,"Bad mit Dusche, Gäste-WC Terrasse Einbauküche Weitere Räume: Kelleranteil ",Baujahr: 1964 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,München Schwabing ist in vielerlei ein ganz besonderer Standort für Immobilien in München und mehr als begehrt. Schwabing galt früher als Stadtteil der Künstlerszene. Heute ist dieses Viertel eines der beliebtesten Wohn- und Ausgehviertel Münchens. Die Nähe zum Englischen Garten und die hervorragende Infrastruktur...,729000.0,3,76.0,80804,(Schwabing-West),Gewerblicher,1964,,Ground,
1543,Feichtmayrstraße 25,"Bad mit Fenster, Wanne und Dusche Balkon barrierefrei, rollstuhlgerecht, WG-geeignet Böden: Estrich, Fliesenboden Fenster: Holzfenster Weitere Räume: Kelleranteil Haustiere erlaubt ",Baujahr: 1978 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,,670000.0,3,90.64,80992,(Moosach),Gewerblicher,1978,,5 Roof,Sofort
1544,,Balkon Zustand: renoviert / saniert Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1978 1 Stellplatz: Tiefgarage ,"EnergieträgerGasHeizungsartoffener Kamin, Zentralheizung","Im Südwesten von München gelegen, gehört Hadern zu den bevorzugten Stadtteilen Münchens. Das Umfeld ist geprägt von gepflegten Reihen- und Einfamilienhäusern, kleineren und größeren Wohnanlagen, großzügigen Grünflächen und viel altem Baumbestand. Bekannt ist der Stadtteil vor allem durch das Klinikum Großhadern, das größte...",970000.0,4,121.0,81375,(Hadern),Gewerblicher,1978,,,
1545,,Terrasse Einbauküche Zustand: gepflegt ,Baujahr: 1966 ,"EnergieträgerGasHeizungsartoffener Kamin, Zentralheizung","Gewachsene Wohnlage von Sendling-Westpark in einer ruhigen und wenig befahrenen Seitenstraße. Kitas, Kindergärten und Schulen sowie zahlreiche Geschäfte des täglichen Bedarfs, vielseitige Restaurants, urige Biergärten und kleine Cafés sind nur wenige Minuten entfernt. Die Buslinien 51 und 151 bieten Anbindung an die...",770000.0,3,101.65,81377,(Sendling-Westpark),Gewerblicher,1966,,3 Roof,
